horse_id,horse_name,日付,開催,天氣,R,レース名,頭数,gate,馬番,オッズ,popularity,rank_num,jockey_id,jockey_name,weight_carried,距離,馬場,タイム,着差,通過,ペース,上り,馬體重,性齢,父系,母父系,sex_code,age,sire_line,weight_val,avg_rank_3
2020103532,タスティエーラ,2023/02/12,1東京6,晴,11,共同通信杯(GIII),12,5,6,3.7,2,4,01014,福永祐一,56,芝1800,良,1:47.2,0.2,3-5-5,35.3-34.1,33.7,486(+2),未知,サトノクラウン2012 黒鹿毛[血統][産駒]Northern Dancer系,ラストタイクーンLast Tycoon(愛)1983 黒鹿毛[血統][産駒],0,,[産駒]Northern Dancer,486,1.00000000000000000000
2020103532,タスティエーラ,2023/03/05,2中山4,曇,11,報知弥生ディープ記念(GII),10,6,6,4.2,3,1,01126,松山弘平,56,芝2000,良,2:00.4,-0.2,3-4-3-2,35.9-35.0,34.7,484(-2),未知,サトノクラウン2012 黒鹿毛[血統][産駒]Northern Dancer系,ラストタイクーンLast Tycoon(愛)1983 黒鹿毛[血統][産駒],0,,[産駒]Northern Dancer,484,2.5000000000000000
2020103532,タスティエーラ,2023/04/16,3中山8,晴,11,皐月賞(GI),18,7,14,9,5,2,01126,松山弘平,57,芝2000,重,2:00.8,0.2,5-6-6-4,35.1-37.2,36.6,478(-6),未知,サトノクラウン2012 黒鹿毛[血統][産駒]Northern Dancer系,ラストタイクーンLast Tycoon(愛)1983 黒鹿毛[血統][産駒],0,,[産駒]Northern Dancer,478,2.0000000000000000
2020103532,タスティエーラ,2023/05/28,2東京12,晴,11,東京優駿(GI),18,6,12,8.3,4,1,05585,レーン,57,芝2400,良,2:25.2,0.0,4-4-4-4,35.3-35.3,33.5,478(0),未知,サトノクラウン2012 黒鹿毛[血統][産駒]Northern Dancer系,ラストタイクーンLast Tycoon(愛)1983 黒鹿毛[血統][産駒],0,,[産駒]Northern Dancer,478,2.3333333333333333
2020103532,タスティエーラ,2023/10/22,2京都7,晴,11,菊花賞(GI),17,4,7,4.7,2,2,05509,モレイラ,57,芝3000,良,3:03.7,0.6,9-11-9-8,35.5-34.9,34.8,480(+2),未知,サトノクラウン2012 黒鹿毛[血統][産駒]Northern Dancer系,ラストタイクーンLast Tycoon(愛)1983 黒鹿毛[血統][産駒],0,,[産駒]Northern Dancer,480,1.3333333333333333
2020103532,タスティエーラ,2023/12/24,5中山8,晴,11,有馬記念(GI),16,7,13,7.1,5,6,05366,ムーア,56,芝2500,良,2:31.5,0.6,9-9-8-9,30.2-35.9,34.9,498(+18),未知,サトノクラウン2012 黒鹿毛[血統][産駒]Northern Dancer系,ラストタイクーンLast Tycoon(愛)1983 黒鹿毛[血統][産駒],0,,[産駒]Northern Dancer,498,1.6666666666666667
2020103532,タスティエーラ,2024/03/31,2阪神4,晴,11,大阪杯(GI),16,2,3,4.4,1,11,01126,松山弘平,58,芝2000,良,1:58.9,0.7,4-3-4-4,35.8-35.0,35.4,494(-4),未知,サトノクラウン2012 黒鹿毛[血統][産駒]Northern Dancer系,ラストタイクーンLast Tycoon(愛)1983 黒鹿毛[血統][産駒],0,,[産駒]Northern Dancer,494,3.0000000000000000
2020103532,タスティエーラ,2024/04/28,3京都4,晴,11,天皇賞(春)(GI),17,4,7,7.9,4,7,05509,モレイラ,58,芝3200,良,3:15.0,0.8,9-9-8-7,36.6-35.3,35.4,488(-6),未知,サトノクラウン2012 黒鹿毛[血統][産駒]Northern Dancer系,ラストタイクーンLast Tycoon(愛)1983 黒鹿毛[血統][産駒],0,,[産駒]Northern Dancer,488,6.3333333333333333
2020103532,タスティエーラ,2024/10/27,4東京8,曇,11,天皇賞(秋)(GI),15,3,4,53.8,9,2,01126,松山弘平,58,芝2000,良,1:57.5,0.2,3-3-5,35.9-33.7,33.4,506(+18),未知,サトノクラウン2012 黒鹿毛[血統][産駒]Northern Dancer系,ラストタイクーンLast Tycoon(愛)1983 黒鹿毛[血統][産駒],0,,[産駒]Northern Dancer,506,8.0000000000000000
2020103532,タスティエーラ,2025/11/02,4東京11,曇,11,天皇賞(秋)(GI),14,4,5,6.6,2,8,05585,レーン,58,芝2000,良,1:59.0,0.4,4-5-5,37.1-32.9,33.0,508(+10),未知,サトノクラウン2012 黒鹿毛[血統][産駒]Northern Dancer系,ラストタイクーンLast Tycoon(愛)1983 黒鹿毛[血統][産駒],0,,[産駒]Northern Dancer,508,2.0000000000000000
2020103532,タスティエーラ,2025/12/28,5中山8,晴,11,有馬記念(GI),16,8,16,35.4,8,6,01126,松山弘平,58,芝2500,良,2:32.0,0.5,5-5-4-3,29.7-35.6,35.7,502(0),未知,サトノクラウン2012 黒鹿毛[血統][産駒]Northern Dancer系,ラストタイクーンLast Tycoon(愛)1983 黒鹿毛[血統][産駒],0,,[産駒]Northern Dancer,502,5.3333333333333333
2020103532,タスティエーラ,2025/11/30,5東京8,晴,12,ジャパンC(GI),17,8,18,17.4,6,7,05585,レーン,58,芝2400,良,2:21.1,0.8,6-6-7-6,34.5-34.6,34.4,502(-6),未知,サトノクラウン2012 黒鹿毛[血統][産駒]Northern Dancer系,ラストタイクーンLast Tycoon(愛)1983 黒鹿毛[血統][産駒],0,,[産駒]Northern Dancer,502,4.0000000000000000
2020103532,タスティエーラ,2022/11/27,5東京8,晴,6,2歳新馬,16,6,12,1.9,1,1,05366,ムーア,55,芝1800,良,1:47.2,-0.6,2-2-2,36.8-33.5,33.5,484(0),未知,サトノクラウン2012 黒鹿毛[血統][産駒]Northern Dancer系,ラストタイクーンLast Tycoon(愛)1983 黒鹿毛[血統][産駒],0,,[産駒]Northern Dancer,484,4.7351598173515982
2020103941,ホウオウビスケッツ,2023/02/18,1東京7,晴,9,フリージア賞(1勝クラス),10,6,6,26.5,7,1,01140,横山和生,56,芝2000,良,1:59.3,-0.3,1-1-1,36.5-34.3,34.3,496(+8),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,496,1.00000000000000000000
2020103941,ホウオウビスケッツ,2023/03/19,2中山8,晴,11,フジTVスプリングS(GII),16,5,10,5.5,3,2,01140,横山和生,56,芝1800,重,1:49.1,0.2,3-3-2-2,35.4-37.2,36.9,494(-2),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,494,1.00000000000000000000
2020103941,ホウオウビスケッツ,2023/04/16,3中山8,晴,11,皐月賞(GI),18,5,9,17.7,7,17,01140,横山和生,57,芝2000,重,2:03.7,3.1,5-6-6-4,35.1-37.2,39.6,494(0),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,494,1.3333333333333333
2020103941,ホウオウビスケッツ,2023/05/28,2東京12,晴,11,東京優駿(GI),18,2,3,287.2,16,6,01117,丸田恭介,57,芝2400,良,2:25.4,0.2,2-2-2-2,35.3-35.3,34.0,496(+2),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,496,6.6666666666666667
2020103941,ホウオウビスケッツ,2023/12/09,4中京3,晴,11,中日新聞杯(GIII),17,4,8,5,3,12,01117,丸田恭介,56,芝2000,良,1:59.7,0.9,1-1-2-1,34.7-34.8,35.7,504(+8),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,504,8.3333333333333333
2020103941,ホウオウビスケッツ,2024/02/04,1東京4,曇,11,東京新聞杯(GIII),16,4,8,35.3,8,3,05203,岩田康誠,57,芝1600,良,1:32.3,0.2,4-4,34.4-34.3,33.9,510(+6),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,510,11.6666666666666667
2020103941,ホウオウビスケッツ,2024/03/10,2中山6,晴,10,東風S(L),14,7,11,2.5,1,3,05203,岩田康誠,57,芝1600,良,1:33.7,0.3,2-2-2,34.6-35.8,35.6,516(+6),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,516,7.0000000000000000
2020103941,ホウオウビスケッツ,2024/06/30,1函館8,曇,11,巴賞(OP),16,5,9,4,2,1,05203,岩田康誠,57,芝1800,良,1:46.8,-0.3,1-1-1-1,35.4-35.1,35.1,510(-6),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,510,6.0000000000000000
2020103941,ホウオウビスケッツ,2024/07/14,1函館12,晴,11,函館記念(GIII),16,6,12,7.2,3,1,05203,岩田康誠,57.5,芝2000,良,1:59.2,-0.6,2-2-2-2,35.4-35.7,35.3,506(-4),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,506,2.3333333333333333
2020103941,ホウオウビスケッツ,2024/10/06,4東京2,曇,11,毎日王冠(GII),14,2,2,7.4,4,2,05203,岩田康誠,57,芝1800,良,1:45.2,0.1,1-1-1,35.3-33.7,33.8,502(-4),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,502,1.6666666666666667
2020103941,ホウオウビスケッツ,2024/10/27,4東京8,曇,11,天皇賞(秋)(GI),15,5,9,48.1,8,3,01174,岩田望来,58,芝2000,良,1:57.6,0.3,1-1-1,35.9-33.7,34.0,502(0),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,502,1.3333333333333333
2020103941,ホウオウビスケッツ,2025/01/05,1中山1,曇,11,日刊スポ賞中山金杯(GIII),18,8,18,4.6,2,9,05625,ドイル,59.5,芝2000,良,1:58.8,0.7,2-2-2-2,34.9-35.7,36.4,506(+4),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,506,2.0000000000000000
2020103941,ホウオウビスケッツ,2025/03/16,2中京2,小雨,11,東海テレビ杯金鯱賞(GII),10,2,2,3.1,1,2,05203,岩田康誠,57,芝2000,重,2:01.3,0.0,2-2-2-2,35.7-38.6,36.8,504(-2),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,504,4.6666666666666667
2020103941,ホウオウビスケッツ,2025/04/06,2阪神4,晴,11,大阪杯(GI),15,2,2,9.1,5,5,05203,岩田康誠,58,芝2000,良,1:56.6,0.4,2-2-2-2,34.9-35.1,34.8,502(-2),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,502,4.6666666666666667
2020103941,ホウオウビスケッツ,2025/08/17,1札幌8,曇,11,札幌記念(GII),16,3,5,3.7,1,7,05203,岩田康誠,58,芝2000,,2:02.3,0.8,3-3-3-3,36.1-36.9,37.1,514(+12),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,514,5.3333333333333333
2020103941,ホウオウビスケッツ,2025/11/30,5東京8,晴,12,ジャパンC(GI),17,3,6,166.8,14,16,05203,岩田康誠,58,芝2400,良,2:23.8,3.5,2-2-2-2,34.5-34.6,37.7,502(-2),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,502,7.3333333333333333
2020103941,ホウオウビスケッツ,2026/03/15,1中京2,晴,11,東海テレビ杯金鯱賞(GII),14,8,13,7.3,4,12,01174,岩田望来,57,芝2000,良,1:59.1,1.0,2-1-1-1,36.1-35.1,36.1,502(0),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,502,10.3333333333333333
2020103941,ホウオウビスケッツ,2026/04/08,川崎,晴,11,川崎記念(JpnI),11,4,4,10.5,5,11,01174,岩田望来,57,ダ2100,,2:18.7,4.1,3-3-7-8,30.9-38.4,41.9,512(+10),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,512,13.6666666666666667
2020103941,ホウオウビスケッツ,2025/10/05,4東京2,曇,11,毎日王冠(GII),11,7,8,4.3,2,2,05203,岩田康誠,57,芝1800,良,1:44.1,0.1,1-1-1,34.8-33.7,33.8,508(-6),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,508,4.6666666666666667
2020103941,ホウオウビスケッツ,2025/11/02,4東京11,曇,11,天皇賞(秋)(GI),14,5,8,14.6,7,13,05203,岩田康誠,58,芝2000,良,1:59.2,0.6,2-2-2,37.1-32.9,33.5,504(-4),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,504,4.6666666666666667
2020103941,ホウオウビスケッツ,2022/12/10,5中山3,晴,5,2歳新馬,15,2,4,13,4,1,01140,横山和生,55,芝1600,良,1:34.9,-0.1,1-1-1,35.7-35.3,35.3,488(0),牡6歳,マインドユアビスケッツMind Your Biscuits(米)2013 栗毛[血統][産駒]Deputy Minister系,Silver Deputy1985 鹿毛[血統][産駒],1,6,[産駒]Deputy Minister,488,4.7351598173515982
2020109107,シランケド,2022/11/13,5阪神4,雨,3,2歳未勝利,14,2,2,,3,2,05243,柴山雄一,54,芝1400,良,,,,34.9-36.3,,,未知,デクラレーションオブウォー2009 鹿毛[血統][産駒]Danzig系,Danzig1977 鹿毛[血統][産駒],0,,[産駒]Danzig,,9.0000000000000000
2020109107,シランケド,2023/07/16,3中京6,晴,3,3歳未勝利,18,6,12,132.1,12,1,01124,国分恭介,54,芝1400,良,1:20.5,-0.1,16-16,33.6-35.5,34.2,500(+4),未知,デクラレーションオブウォー2009 鹿毛[血統][産駒]Danzig系,Danzig1977 鹿毛[血統][産駒],0,,[産駒]Danzig,500,5.5000000000000000
2020109107,シランケド,2023/08/19,3小倉3,晴,8,3歳以上1勝クラス,16,3,5,20.4,6,3,01124,国分恭介,53,芝1800,良,1:47.5,0.6,14-14-14-15,35.6-36.4,34.9,500(0),未知,デクラレーションオブウォー2009 鹿毛[血統][産駒]Danzig系,Danzig1977 鹿毛[血統][産駒],0,,[産駒]Danzig,500,4.0000000000000000
2020109107,シランケド,2023/09/09,4中山1,晴,11,紫苑S(GII),17,7,13,45.2,9,3,01124,国分恭介,54,芝2000,,1:58.3,0.3,11-12-13-12,35.0-36.3,35.0,502(+2),未知,デクラレーションオブウォー2009 鹿毛[血統][産駒]Danzig系,Danzig1977 鹿毛[血統][産駒],0,,[産駒]Danzig,502,2.0000000000000000
2020109107,シランケド,2024/01/20,1小倉3,雨,10,戸畑特別(1勝クラス),17,3,6,2.7,1,1,01124,国分恭介,55,芝2000,,2:01.6,-0.9,14-14-5-2,36.0-35.9,35.7,516(+14),未知,デクラレーションオブウォー2009 鹿毛[血統][産駒]Danzig系,Danzig1977 鹿毛[血統][産駒],0,,[産駒]Danzig,516,2.3333333333333333
2020109107,シランケド,2024/02/03,1小倉7,小雨,11,別府特別(2勝クラス),11,8,11,1.7,1,2,01124,国分恭介,55,芝1800,,1:49.9,0.2,9-9-6-6,37.1-36.4,34.6,512(-4),未知,デクラレーションオブウォー2009 鹿毛[血統][産駒]Danzig系,Danzig1977 鹿毛[血統][産駒],0,,[産駒]Danzig,512,2.3333333333333333
2020109107,シランケド,2024/04/14,3中山8,晴,8,野島崎特別(2勝クラス),9,7,7,1.8,1,2,05212,Ｍ．デム,56,芝2000,良,1:58.2,0.0,1-1-1-1,36.9-34.8,34.8,512(0),未知,デクラレーションオブウォー2009 鹿毛[血統][産駒]Danzig系,Danzig1977 鹿毛[血統][産駒],0,,[産駒]Danzig,512,2.0000000000000000
2020109107,シランケド,2024/07/06,2福島3,曇,10,猪苗代特別(2勝クラス),8,3,3,1.3,1,1,05212,Ｍ．デム,56,芝2000,良,1:59.4,-0.7,2-2-2-1,35.3-35.0,34.9,506(-6),未知,デクラレーションオブウォー2009 鹿毛[血統][産駒]Danzig系,Danzig1977 鹿毛[血統][産駒],0,,[産駒]Danzig,506,1.6666666666666667
2020109107,シランケド,2024/10/26,4新潟7,晴,11,魚沼S(3勝クラス),10,2,2,1.7,1,1,05212,Ｍ．デム,56,芝2000,良,1:59.5,-0.3,9-9,36.7-34.1,33.0,514(+8),未知,デクラレーションオブウォー2009 鹿毛[血統][産駒]Danzig系,Danzig1977 鹿毛[血統][産駒],0,,[産駒]Danzig,514,1.6666666666666667
2020109107,シランケド,2025/03/08,2中山3,曇,11,中山牝馬S(GIII),14,7,11,5.8,3,1,05212,Ｍ．デム,54,芝1800,良,1:47.1,0.0,8-9-7-7,36.5-35.7,34.7,506(-8),未知,デクラレーションオブウォー2009 鹿毛[血統][産駒]Danzig系,Danzig1977 鹿毛[血統][産駒],0,,[産駒]Danzig,506,1.3333333333333333
2020109107,シランケド,2025/05/18,2東京8,曇,11,ヴィクトリアマイル(GI),17,6,12,18.1,7,3,05212,Ｍ．デム,56,芝1600,良,1:32.1,0.0,15-17,33.9-35.3,33.2,508(+2),未知,デクラレーションオブウォー2009 鹿毛[血統][産駒]Danzig系,Danzig1977 鹿毛[血統][産駒],0,,[産駒]Danzig,508,1.00000000000000000000
2020109107,シランケド,2025/08/31,3新潟4,晴,11,新潟記念(GIII),16,6,12,3.4,2,1,01163,坂井瑠星,55,芝2000,良,1:58.0,-0.1,11-12,35.6-33.2,32.4,514(+6),未知,デクラレーションオブウォー2009 鹿毛[血統][産駒]Danzig系,Danzig1977 鹿毛[血統][産駒],0,,[産駒]Danzig,514,1.6666666666666667
2020109107,シランケド,2025/11/02,4東京11,曇,11,天皇賞(秋)(GI),14,7,11,10.7,6,4,01170,横山武史,56,芝2000,良,1:58.8,0.2,14-14-14,37.1-32.9,31.7,516(+2),未知,デクラレーションオブウォー2009 鹿毛[血統][産駒]Danzig系,Danzig1977 鹿毛[血統][産駒],0,,[産駒]Danzig,516,1.6666666666666667
2020109107,シランケド,2022/10/30,4新潟6,曇,5,2歳新馬,18,1,2,27.5,6,9,01164,藤田菜七,52,芝1400,,1:25.2,1.3,17-15,35.2-36.6,35.6,496(0),未知,デクラレーションオブウォー2009 鹿毛[血統][産駒]Danzig系,Danzig1977 鹿毛[血統][産駒],0,,[産駒]Danzig,496,4.7351598173515982
2021101436,エコロヴァルツ,2023/08/13,2札幌2,曇,8,コスモス賞(OP),8,1,1,2.2,1,1,00666,武豊,55,芝1800,良,1:48.8,-1.0,2-2-1-1,37.0-35.6,35.6,478(-4),牡5歳,ブラックタイド2001 黒鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒],1,5,[産駒]Halo,478,1.00000000000000000000
2021101436,エコロヴァルツ,2023/12/17,5阪神6,晴,11,朝日フューチュリティ(GI),17,1,1,10,4,2,00666,武豊,56,芝1600,良,1:33.9,0.1,15-17,34.1-35.4,34.1,492(+14),牡5歳,ブラックタイド2001 黒鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒],1,5,[産駒]Halo,492,1.00000000000000000000
2021101436,エコロヴァルツ,2024/02/11,1東京6,曇,11,共同通信杯(GIII),10,6,6,5.3,3,5,00666,武豊,57,芝1800,良,1:48.7,0.7,2-3-4,37.3-33.1,33.1,496(+4),牡5歳,ブラックタイド2001 黒鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒],1,5,[産駒]Halo,496,1.3333333333333333
2021101436,エコロヴァルツ,2024/04/14,3中山8,晴,11,皐月賞(GI),17,2,3,40.5,11,7,00666,武豊,57,芝2000,良,1:57.8,0.7,16-16-17-16,34.2-35.8,33.9,486(-10),牡5歳,ブラックタイド2001 黒鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒],1,5,[産駒]Halo,486,2.6666666666666667
2021101436,エコロヴァルツ,2024/05/26,2東京12,晴,11,東京優駿(GI),17,8,18,160,17,8,05203,岩田康誠,57,芝2400,良,2:25.2,0.9,1-1-1-2,36.3-33.8,34.7,486(0),牡5歳,ブラックタイド2001 黒鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒],1,5,[産駒]Halo,486,4.6666666666666667
2021101436,エコロヴァルツ,2024/09/16,4中山5,曇,11,朝日セントライト記念(GII),14,4,6,6.8,3,3,05203,岩田康誠,57,芝2200,良,2:12.3,0.7,1-2-2-2,36.2-34.6,35.0,484(-2),牡5歳,ブラックタイド2001 黒鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒],1,5,[産駒]Halo,484,6.6666666666666667
2021101436,エコロヴァルツ,2024/10/20,5京都6,晴,11,菊花賞(GI),18,7,15,68.3,12,9,05203,岩田康誠,57,芝3000,良,3:06.3,2.2,6-6-11-13,37.0-35.9,37.2,488(+4),牡5歳,ブラックタイド2001 黒鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒],1,5,[産駒]Halo,488,6.0000000000000000
2021101436,エコロヴァルツ,2024/12/15,5中山6,晴,11,ディセンバーS(L),16,1,2,2.6,1,1,05626,マーカン,56,芝1800,良,1:45.2,-0.2,3-3-3-3,35.8-34.9,34.0,488(0),牡5歳,ブラックタイド2001 黒鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒],1,5,[産駒]Halo,488,6.6666666666666667
2021101436,エコロヴァルツ,2025/03/02,2中山2,晴,11,中山記念(GII),16,2,4,6.9,3,2,05212,Ｍ．デム,57,芝1800,良,1:44.8,0.0,2-3-5-3,35.6-34.8,34.2,488(0),牡5歳,ブラックタイド2001 黒鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒],1,5,[産駒]Halo,488,4.3333333333333333
2021101436,エコロヴァルツ,2025/04/06,2阪神4,晴,11,大阪杯(GI),15,8,14,32.3,10,4,05212,Ｍ．デム,58,芝2000,良,1:56.5,0.3,8-8-10-10,34.9-35.1,33.8,492(+4),牡5歳,ブラックタイド2001 黒鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒],1,5,[産駒]Halo,492,4.0000000000000000
2021101436,エコロヴァルツ,2025/06/08,3東京2,曇,11,安田記念(GI),18,4,8,18.8,7,7,05212,Ｍ．デム,58,芝1600,良,1:33.2,0.5,8-8,35.0-34.3,34.2,492(0),牡5歳,ブラックタイド2001 黒鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒],1,5,[産駒]Halo,492,2.3333333333333333
2021101436,エコロヴァルツ,2025/08/17,3中京8,晴,7,中京記念(GIII),12,6,8,3.8,2,4,01163,坂井瑠星,57,芝1600,良,1:32.5,0.2,4-4-4,35.4-33.9,33.5,486(-6),牡5歳,ブラックタイド2001 黒鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒],1,5,[産駒]Halo,486,4.3333333333333333
2021101436,エコロヴァルツ,2025/11/02,4東京11,曇,11,天皇賞(秋)(GI),14,6,10,89.4,13,11,01122,三浦皇成,58,芝2000,良,1:59.2,0.6,4-3-3,37.1-32.9,33.3,494(+8),牡5歳,ブラックタイド2001 黒鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒],1,5,[産駒]Halo,494,5.0000000000000000
2021101436,エコロヴァルツ,2025/11/22,3福島5,晴,11,福島記念(GIII),16,4,8,3.4,1,2,05678,プーシャ,58.5,芝2000,良,2:00.1,0.2,4-8-7-7,36.1-34.2,33.8,496(+2),牡5歳,ブラックタイド2001 黒鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒],1,5,[産駒]Halo,496,7.3333333333333333
2021101436,エコロヴァルツ,2026/03/01,2中山2,晴,11,中山記念(GII),14,6,10,3.6,2,3,01170,横山武史,57,芝1800,良,1:45.4,0.3,3-3-3-3,36.3-34.4,34.2,492(-4),牡5歳,ブラックタイド2001 黒鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒],1,5,[産駒]Halo,492,5.6666666666666667
2021101436,エコロヴァルツ,2026/04/05,2阪神4,晴,11,大阪杯(GI),15,5,8,45.4,7,14,01115,浜中俊,58,芝2000,良,2:00.8,3.2,8-8-9-7,34.9-35.5,37.9,496(+4),牡5歳,ブラックタイド2001 黒鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒],1,5,[産駒]Halo,496,5.3333333333333333
2021101436,エコロヴァルツ,2023/07/08,2福島3,曇,5,2歳新馬,12,7,9,7.9,2,1,05212,Ｍ．デム,55,芝1800,良,1:51.3,-0.3,3-3-3-3,37.3-35.6,35.3,482(0),牡5歳,ブラックタイド2001 黒鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒],1,5,[産駒]Halo,482,4.7351598173515982
2021103272,メイショウタバル,2024/05/26,2東京12,晴,11,東京優駿(GI),17,8,16,,3,6,01115,浜中俊,57,芝2400,良,,,,36.3-33.8,,,牡5歳,ゴールドシップ2009 芦毛[血統][産駒]Halo系,サンデーサイレンスSunday Silence(米)1986 青鹿毛[血統][産駒],1,5,[産駒]Halo,,6.3333333333333333
2021103272,メイショウタバル,2025/04/05,メイダン,,,ドバイターフ(GI),11,,6,19,5,5,00666,武豊,57,芝1800,良,,,,,19.0,,牡5歳,ゴールドシップ2009 芦毛[血統][産駒]Halo系,サンデーサイレンスSunday Silence(米)1986 青鹿毛[血統][産駒],1,5,[産駒]Halo,,9.3333333333333333
2021103272,メイショウタバル,2023/10/28,2京都8,晴,3,2歳未勝利,10,7,7,3.9,2,5,01199,角田大河,55,芝1800,良,1:48.3,0.4,5-5,35.6-35.1,55.0,504(+2),牡5歳,ゴールドシップ2009 芦毛[血統][産駒]Halo系,サンデーサイレンスSunday Silence(米)1986 青鹿毛[血統][産駒],1,5,[産駒]Halo,504,4.0000000000000000
2021103272,メイショウタバル,2023/12/24,5阪神8,晴,3,2歳未勝利,14,5,7,3.3,1,1,01115,浜中俊,56,芝2000,良,2:00.6,-0.2,6-7-8-6,36.0-35.3,34.7,502(-2),牡5歳,ゴールドシップ2009 芦毛[血統][産駒]Halo系,サンデーサイレンスSunday Silence(米)1986 青鹿毛[血統][産駒],1,5,[産駒]Halo,502,4.5000000000000000
