horse_id,horse_name,日付,開催,天氣,R,レース名,頭数,枠番,馬番,オッズ,人氣,着順,騎手ID,騎手,斤量,距離,馬場,タイム,着差,通過,ペース,上り,馬體重,性齢,父系,母父系
2019104828,キングズパレス,2022/03/05,2中山3,晴,6,3歳未勝利,16,5,10,28.7,6,3,01085,松岡正海,56,芝1800,良,1:50.2,0.3,12-12-12-10,36.9-35.0,34.3,488(+6),牡7歳,キングカメハメハ2001 鹿毛[血統][産駒]Mr. Prospector系,Mr. Prospector1970 鹿毛[血統][産駒]
2019104828,キングズパレス,2021/08/28,4新潟5,曇,5,2歳新馬,15,8,14,6.1,3,9,01014,福永祐一,54,芝1800,良,1:49.5,2.1,12-12,36.1-34.7,35.8,482(0),牡7歳,キングカメハメハ2001 鹿毛[血統][産駒]Mr. Prospector系,Mr. Prospector1970 鹿毛[血統][産駒]
2020103656,リバティアイランド,2025/04/27,シャティン,,,QE2世C(GI),11,,11,4.2,3,中,01088,川田将雅,55.5,芝2000,良,,,,,55.5,,未知,ドゥラメンテ2012 鹿毛[血統][産駒]Mr. Prospector系,Kingmambo(米)1990 鹿毛[血統][産駒]
2020103656,リバティアイランド,2025/04/05,メイダン,,,ドバイターフ(GI),11,,11,7.6,2,8,01088,川田将雅,55,芝1800,良,,,,,,,未知,ドゥラメンテ2012 鹿毛[血統][産駒]Mr. Prospector系,Kingmambo(米)1990 鹿毛[血統][産駒]
2020103656,リバティアイランド,2024/12/08,シャティン,,,香港C(GI),11,,9,4.7,2,2,01088,川田将雅,55.5,芝2000,良,,,,,55.5,474,未知,ドゥラメンテ2012 鹿毛[血統][産駒]Mr. Prospector系,Kingmambo(米)1990 鹿毛[血統][産駒]
2020103656,リバティアイランド,2024/10/27,4東京8,曇,11,天皇賞(秋)(GI),15,7,12,2.3,1,13,01088,川田将雅,56,芝2000,良,1:58.1,0.8,7-3-3,35.9-33.7,34.1,492(0),未知,ドゥラメンテ2012 鹿毛[血統][産駒]Mr. Prospector系,Kingmambo(米)1990 鹿毛[血統][産駒]
2020103656,リバティアイランド,2024/03/30,メイダン,,,ドバイシーマC(GI),12,,12,2.8,1,3,01088,川田将雅,54.5,芝2410,良,,,,,54.5,,未知,ドゥラメンテ2012 鹿毛[血統][産駒]Mr. Prospector系,Kingmambo(米)1990 鹿毛[血統][産駒]
2020103656,リバティアイランド,2023/11/26,5東京8,曇,12,ジャパンC(GI),18,1,1,3.7,2,2,01088,川田将雅,54,芝2400,良,2:22.5,0.7,4-4-4-4,35.5-36.5,33.9,470(-6),未知,ドゥラメンテ2012 鹿毛[血統][産駒]Mr. Prospector系,Kingmambo(米)1990 鹿毛[血統][産駒]
2020103656,リバティアイランド,2023/10/15,2京都5,晴,11,秋華賞(GI),18,3,6,1.1,1,1,01088,川田将雅,55,芝2000,,2:01.1,-0.1,6-7-7-3,36.4-34.0,33.6,476(+10),未知,ドゥラメンテ2012 鹿毛[血統][産駒]Mr. Prospector系,Kingmambo(米)1990 鹿毛[血統][産駒]
2020103656,リバティアイランド,2023/05/21,2東京10,晴,11,優駿牝馬(GI),18,3,5,1.4,1,1,01088,川田将雅,55,芝2400,良,2:23.1,-1.0,6-6-6-6,35.1-35.1,34.0,466(0),未知,ドゥラメンテ2012 鹿毛[血統][産駒]Mr. Prospector系,Kingmambo(米)1990 鹿毛[血統][産駒]
2020103656,リバティアイランド,2023/04/09,2阪神6,晴,11,桜花賞(GI),18,2,3,1.6,1,1,01088,川田将雅,55,芝1600,良,1:32.1,-0.2,15-16,34.0-34.5,32.9,466(+4),未知,ドゥラメンテ2012 鹿毛[血統][産駒]Mr. Prospector系,Kingmambo(米)1990 鹿毛[血統][産駒]
2020103656,リバティアイランド,2022/12/11,6阪神4,晴,11,阪神ジュベナイルF(GI),18,5,9,2.6,1,1,01088,川田将雅,54,芝1600,良,1:33.1,-0.4,8-8,33.7-36.1,35.5,462(-6),未知,ドゥラメンテ2012 鹿毛[血統][産駒]Mr. Prospector系,Kingmambo(米)1990 鹿毛[血統][産駒]
2020103656,リバティアイランド,2022/10/29,4東京8,晴,11,アルテミスS(GIII),10,3,3,1.4,1,2,01088,川田将雅,54,芝1600,良,1:33.9,0.1,6-6,35.8-33.8,33.3,468(+4),未知,ドゥラメンテ2012 鹿毛[血統][産駒]Mr. Prospector系,Kingmambo(米)1990 鹿毛[血統][産駒]
2020103656,リバティアイランド,2022/07/30,2新潟1,晴,5,2歳新馬,12,2,2,2.1,1,1,01088,川田将雅,54,芝1600,良,1:35.8,-0.5,7-7,38.2-32.0,31.4,464(0),未知,ドゥラメンテ2012 鹿毛[血統][産駒]Mr. Prospector系,Kingmambo(米)1990 鹿毛[血統][産駒]
2019105195,ダノンベルーガ,2025/11/30,5東京8,晴,12,ジャパンC(GI),17,4,7,274.2,15,13,01197,佐々木大,58,芝2400,良,2:22.6,2.3,13-13-10-11,34.5-34.6,35.5,498(-10),未知,ハーツクライ2001 鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒]
2019105195,ダノンベルーガ,2025/08/31,3新潟4,晴,11,新潟記念(GIII),16,4,7,11.5,5,13,01197,佐々木大,57,芝2000,良,1:59.0,1.0,5-5,35.6-33.2,33.7,508(+12),未知,ハーツクライ2001 鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒]
2019105195,ダノンベルーガ,2024/12/22,5中山8,晴,11,有馬記念(GI),15,7,14,122.4,15,9,01126,松山弘平,58,芝2500,良,2:32.5,0.7,15-15-15-13,31.4-35.2,34.9,496(+4),未知,ハーツクライ2001 鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒]
2019105195,ダノンベルーガ,2024/11/24,5東京8,晴,12,ジャパンC(GI),14,4,6,106.4,13,9,01126,松山弘平,58,芝2400,良,2:26.2,0.7,3-7-9-7,37.1-33.4,33.4,492(-6),未知,ハーツクライ2001 鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒]
2019105195,ダノンベルーガ,2024/10/27,4東京8,曇,11,天皇賞(秋)(GI),15,6,10,14.3,5,14,05473,Ｃ．デム,58,芝2000,良,1:58.3,1.0,5-6-5,35.9-33.7,34.1,498(0),未知,ハーツクライ2001 鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒]
2019105195,ダノンベルーガ,2024/03/30,メイダン,,,ドバイターフ(GI),16,,4,7.9,4,3,05509,モレイラ,57,芝1800,良,,,,,,,未知,ハーツクライ2001 鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒]
2019105195,ダノンベルーガ,2023/11/26,5東京8,曇,12,ジャパンC(GI),18,5,10,32.5,6,6,05509,モレイラ,58,芝2400,良,2:23.2,1.4,11-11-11-11,35.5-36.5,33.8,498(-2),未知,ハーツクライ2001 鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒]
2019105195,ダノンベルーガ,2023/10/29,4東京9,晴,11,天皇賞(秋)(GI),11,4,4,14.0,4,4,05509,モレイラ,58,芝2000,良,1:55.8,0.6,8-7-7,34.9-34.7,34.3,500(-8),未知,ハーツクライ2001 鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒]
2019105195,ダノンベルーガ,2023/08/20,2札幌4,晴,11,札幌記念(GII),15,4,6,6.3,3,4,05509,モレイラ,58,芝2000,,2:02.8,1.3,12-12-7-3,35.5-36.4,37.1,508(0),未知,ハーツクライ2001 鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒]
2019105195,ダノンベルーガ,2023/03/25,メイダン,晴,,ドバイターフ(GI),14,,2,3.5,1,2,05509,モレイラ,57,芝1800,良,,,,,,,未知,ハーツクライ2001 鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒]
2019105195,ダノンベルーガ,2022/11/27,5東京8,晴,12,ジャパンC(GI),18,7,14,4.2,2,5,01088,川田将雅,55,芝2400,良,2:24.3,0.6,8-10-10-7,36.3-34.2,34.4,500(0),未知,ハーツクライ2001 鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒]
2019105195,ダノンベルーガ,2022/10/30,4東京9,晴,11,天皇賞(秋)(GI),15,3,5,7.3,4,3,01088,川田将雅,56,芝2000,良,1:57.7,0.2,11-11-11,34.7-36.7,32.8,500(+6),未知,ハーツクライ2001 鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒]
2019105195,ダノンベルーガ,2022/05/29,2東京12,晴,11,東京優駿(GI),18,6,12,3.5,1,4,01088,川田将雅,57,芝2400,良,2:22.3,0.4,10-10-11-11,35.1-35.2,34.3,494(-10),未知,ハーツクライ2001 鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒]
2019105195,ダノンベルーガ,2022/04/17,3中山8,曇,11,皐月賞(GI),18,1,1,5.0,2,4,01088,川田将雅,57,芝2000,良,2:00.0,0.3,5-5-6-3,35.2-34.9,34.6,504(+2),未知,ハーツクライ2001 鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒]
2019105195,ダノンベルーガ,2022/02/13,1東京6,雨,11,共同通信杯(GIII),11,8,10,3.9,3,1,01126,松山弘平,56,芝1800,,1:47.9,-0.2,6-6-5,36.1-34.3,33.7,502(+4),未知,ハーツクライ2001 鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒]
2019105195,ダノンベルーガ,2021/11/21,5東京6,曇,6,2歳新馬,8,6,6,1.7,1,1,01077,石橋脩,55,芝2000,良,2:01.3,-0.3,5-5-5,37.1-33.9,33.1,498(0),未知,ハーツクライ2001 鹿毛[血統][産駒]Halo系,Halo1969 黒鹿毛[血統][産駒]
2020105424,シルトホルン,2026/05/09,2東京5,晴,11,エプソムC(GIII),17,4,8,29.1,8,7,01096,大野拓弥,57,芝1800,良,1:45.7,0.4,3-4-4,35.4-33.6,33.7,482(0),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2026/04/12,1福島2,晴,11,福島民報杯(L),15,8,14,7.0,3,3,01091,丹内祐次,58,芝2000,良,1:58.8,0.4,3-3-2-1,33.9-36.1,35.6,482(-2),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2026/02/22,1小倉10,晴,11,小倉大賞典(GIII),16,4,7,23.2,11,5,01203,石田拓郎,57,芝1800,良,1:45.8,0.6,10-10-11-11,35.4-35.1,34.7,484(-4),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2026/02/08,1小倉6,曇,11,小倉日経賞(OP),12,8,12,6.6,4,2,01157,鮫島克駿,58,芝2000,良,1:59.7,0.3,5-5-5-5,36.1-35.1,34.7,488(0),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2026/01/12,1中山5,晴,11,ニューイヤーS(L),14,8,14,17.1,7,11,01096,大野拓弥,58,芝1600,良,1:33.4,1.2,2-4-2,34.8-34.3,35.1,488(0),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2025/12/21,5中山6,曇,11,ディセンバーS(L),16,7,13,5.9,2,3,05386,戸崎圭太,58,芝1800,重,1:47.6,0.2,3-3-3-2,36.7-35.2,35.2,488(+22),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2025/10/25,3京都8,曇,11,カシオペアS(L),10,6,6,8.8,5,10,01115,浜中俊,58,芝1800,良,1:45.7,0.7,4-4,34.9-35.4,34.7,466(+2),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2025/10/05,4東京2,曇,11,毎日王冠(GII),11,6,7,36.0,8,9,01096,大野拓弥,57,芝1800,良,1:44.8,0.8,6-6-6,34.8-33.7,33.9,464(-14),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2025/07/13,2福島6,晴,11,七夕賞(GIII),15,7,12,10.7,4,4,01096,大野拓弥,57,芝2000,良,2:01.3,0.8,4-4-3-4,34.7-36.0,36.3,478(+2),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2025/06/14,3東京3,小雨,11,ジューンS(OP),15,5,8,8.4,5,1,01096,大野拓弥,57,芝1800,良,1:48.0,-0.1,5-5-5,36.3-34.7,34.2,476(-2),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2025/05/11,2東京6,晴,10,メトロポリタンS(L),10,2,2,4.6,3,5,01096,大野拓弥,57,芝2400,良,2:24.2,0.2,9-9-7-5,36.6-35.1,34.8,478(+2),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2025/02/23,1小倉10,曇,11,小倉大賞典(GIII),13,3,3,4.4,1,8,01095,吉田隼人,57,芝1800,良,1:46.6,0.5,12-13-11-11,35.9-36.2,34.3,476(-6),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2025/02/09,1小倉6,晴,11,小倉日経賞(OP),11,6,7,5.2,3,2,01096,大野拓弥,57,芝2000,,2:01.7,0.2,4-4-3-2,36.3-35.5,35.4,482(+14),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2024/10/27,4東京8,曇,11,天皇賞(秋)(GI),15,7,13,412.0,14,15,01096,大野拓弥,58,芝2000,良,1:58.4,1.1,2-2-2,35.9-33.7,34.6,468(+4),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2024/10/06,4東京2,曇,11,毎日王冠(GII),14,4,6,71.2,11,5,01092,津村明秀,57,芝1800,良,1:45.3,0.2,3-3-3,35.3-33.7,33.6,464(-8),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2024/07/27,2新潟1,曇,7,関越S(OP),15,7,12,5.9,4,13,00733,吉田豊,57,芝1800,良,1:45.8,1.8,5-5,35.0-34.1,35.6,472(+2),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2024/06/09,3東京4,曇,11,エプソムC(GIII),18,5,10,12.0,7,3,00733,吉田豊,57,芝1800,良,1:45.3,0.6,2-2-2,35.2-34.6,34.9,470(-6),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2024/05/18,2東京9,晴,11,メイS(OP),16,5,9,7.6,4,3,01096,大野拓弥,57,芝1800,良,1:45.2,0.1,1-1-1,35.7-34.2,34.3,476(+6),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2024/03/24,2阪神2,曇,11,六甲S(L),15,2,2,9.5,6,5,01160,荻野極,57,芝1600,重,1:34.6,0.3,3-2,34.4-35.1,35.3,470(-12),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2024/03/10,2中山6,晴,10,東風S(L),14,5,8,6.7,3,4,01096,大野拓弥,57,芝1600,良,1:33.9,0.5,4-4-4,34.6-35.8,35.6,482(0),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2024/01/27,1東京1,晴,11,白富士S(L),12,8,12,10.3,3,8,01096,大野拓弥,56,芝2000,良,1:58.1,0.9,2-2-2,35.3-34.1,34.9,482(+12),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2023/11/12,3福島4,曇,11,福島記念(GIII),16,3,5,4.8,1,6,01096,大野拓弥,55,芝2000,良,2:01.4,0.5,2-2-3-3,34.6-36.9,37.2,470(+8),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2023/10/15,4東京5,曇,11,オクトーバーS(L),15,5,8,5.8,2,2,01096,大野拓弥,55,芝2000,重,1:58.2,0.2,2-2-2,35.9-34.6,34.3,462(+2),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2023/09/18,4中山5,晴,11,朝日セントライト記念(GII),15,4,7,57.1,8,7,01096,大野拓弥,56,芝2200,良,2:12.4,1.0,5-4-4-4,35.2-34.4,35.1,460(+2),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2023/07/02,2福島2,晴,11,ラジオNIKKEI賞(GIII),16,4,7,13.7,4,2,01096,大野拓弥,54,芝1800,良,1:47.0,0.1,2-2-2-2,35.5-35.2,35.2,458(0),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2023/05/21,2東京10,曇,5,3歳1勝クラス,11,6,6,3.3,2,1,01096,大野拓弥,56,芝1600,良,1:33.1,-0.3,1-1,35.8-33.5,33.5,458(+6),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2023/04/29,2東京3,晴,6,3歳1勝クラス,13,5,6,5.6,3,2,01096,大野拓弥,56,芝1600,良,1:32.3,0.0,3-2,34.0-34.5,34.4,452(-2),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2023/03/19,2中山8,晴,11,フジTVスプリングS(GII),16,4,8,31.4,10,9,01179,菅原明良,56,芝1800,重,1:49.8,0.9,2-2-2-2,35.4-37.2,37.7,454(-6),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2023/02/19,1東京8,曇,6,3歳1勝クラス,12,2,2,7.6,5,4,01096,大野拓弥,56,芝1600,良,1:33.2,0.3,5-4,34.5-34.7,34.4,460(0),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2022/12/17,5中山5,曇,9,ひいらぎ賞(1勝クラス),13,4,4,6.9,4,2,01096,大野拓弥,55,芝1600,良,1:34.8,0.1,1-1-1,35.5-35.0,35.1,460(+2),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2022/11/19,5東京5,晴,11,東京スポーツ杯2歳S(GII),11,2,2,28.0,7,8,01096,大野拓弥,55,芝1800,良,1:46.4,0.6,1-2-1,35.2-34.9,35.5,458(+8),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2022/10/16,4東京5,曇,2,2歳未勝利,9,8,9,5.8,4,1,01096,大野拓弥,55,芝1800,良,1:47.7,-1.0,1-2-2,36.0-34.1,33.9,450(+2),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2022/08/06,1札幌5,曇,1,2歳未勝利,10,8,9,22.9,5,7,01115,浜中俊,54,芝1800,良,1:50.7,1.6,10-10-10-8,36.6-34.7,35.1,448(+2),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
2020105424,シルトホルン,2022/07/17,1函館12,雨,5,2歳新馬,11,7,8,6.0,3,4,01115,浜中俊,54,芝1800,重,1:55.1,0.9,2-2-2-2,37.9-37.3,38.2,446(0),牡6歳,スクリーンヒーロー2004 栗毛[血統][産駒]Roberto系,Silver Hawk1979 鹿毛[血統][産駒]
